"","States","Date","Totalcases","Newcases","Confirmedcases","Probablecases","TotalPCR","TotalABT_p","TotalABT_s","Totaltests","Recovered","Totaldeath","Newdeath","Probabledeath","Confirmeddeath"
"275","alaska",2020-11-20,25369,460,NA,NA,904712,NA,NA,904712,7165,101,0,NA,101
"276","alaska",2020-11-19,24909,490,NA,NA,898799,NA,NA,898799,7165,101,1,NA,101
"277","alaska",2020-11-18,24419,545,NA,NA,885558,NA,NA,885558,7165,100,0,NA,100
"278","alaska",2020-11-17,23874,634,NA,NA,878622,NA,NA,878622,7165,100,2,NA,100
"279","alaska",2020-11-16,23240,578,NA,NA,872347,NA,NA,872347,7165,98,0,NA,98
"280","alaska",2020-11-15,22662,642,NA,NA,867382,NA,NA,867382,7164,98,0,NA,98
"281","alaska",2020-11-14,22020,734,NA,NA,862264,NA,NA,862264,7162,98,2,NA,98
"282","alaska",2020-11-13,21286,584,NA,NA,844666,NA,NA,844666,7161,96,0,NA,96
"283","alaska",2020-11-12,20702,481,NA,NA,844666,NA,NA,844666,7161,96,0,NA,96
"284","alaska",2020-11-11,20221,487,NA,NA,834590,NA,NA,834590,7160,96,4,NA,96
"285","alaska",2020-11-10,19734,538,NA,NA,828140,NA,NA,828140,7161,92,8,NA,92
"286","alaska",2020-11-09,19196,464,NA,NA,767997,NA,NA,767997,7161,84,0,NA,84
"287","alaska",2020-11-08,18732,511,NA,NA,780174,NA,NA,780174,7161,84,0,NA,84
"288","alaska",2020-11-07,18221,603,NA,NA,780694,NA,NA,780694,7157,84,0,NA,84
"289","alaska",2020-11-06,17618,507,NA,NA,781301,NA,NA,781301,7122,84,0,NA,84
"290","alaska",2020-11-05,17111,313,NA,NA,781826,NA,NA,781826,7125,84,0,NA,84
"291","alaska",2020-11-04,16798,408,NA,NA,627758,NA,NA,627758,7124,84,0,NA,84
"292","alaska",2020-11-03,16390,383,NA,NA,624755,NA,NA,624755,7113,84,0,NA,84
"293","alaska",2020-11-02,16007,344,NA,NA,620170,NA,NA,620170,7110,84,1,NA,84
"294","alaska",2020-11-01,15663,351,NA,NA,604207,NA,NA,604207,7104,83,1,NA,83
"295","alaska",2020-10-31,15312,454,NA,NA,604207,NA,NA,604207,7099,82,1,NA,82
"296","alaska",2020-10-30,14858,377,NA,NA,586323,NA,NA,586323,7096,81,4,NA,81
"297","alaska",2020-10-29,14481,350,NA,NA,584268,NA,NA,584268,7094,77,6,NA,77
"298","alaska",2020-10-28,14131,352,NA,NA,580599,NA,NA,580599,7067,71,1,NA,71
"299","alaska",2020-10-27,13779,388,NA,NA,577429,NA,NA,577429,7016,70,2,NA,70
"300","alaska",2020-10-26,13391,350,NA,NA,570844,NA,NA,570844,6948,68,0,NA,68
"301","alaska",2020-10-25,13041,518,NA,NA,559969,NA,NA,559969,6946,68,0,NA,68
"302","alaska",2020-10-24,12523,356,NA,NA,552746,NA,NA,552746,6939,68,0,NA,68
"303","alaska",2020-10-23,12167,248,NA,NA,552746,NA,NA,552746,6915,68,0,NA,68
"304","alaska",2020-10-22,11919,239,NA,NA,548709,NA,NA,548709,6812,68,0,NA,68
"305","alaska",2020-10-21,11680,224,NA,NA,547140,NA,NA,547140,6751,68,1,NA,68
"306","alaska",2020-10-20,11456,231,NA,NA,546525,NA,NA,546525,6681,67,0,NA,67
"307","alaska",2020-10-19,11225,204,NA,NA,536223,NA,NA,536223,6516,67,0,NA,67
"308","alaska",2020-10-18,11021,210,NA,NA,532711,NA,NA,532711,6488,67,0,NA,67
"309","alaska",2020-10-17,10811,210,NA,NA,530500,NA,NA,530500,6448,67,1,NA,67
"310","alaska",2020-10-16,10601,221,NA,NA,522664,NA,NA,522664,6237,66,1,NA,66
"311","alaska",2020-10-15,10380,166,NA,NA,519461,NA,NA,519461,6066,65,1,NA,65
"312","alaska",2020-10-14,10214,155,NA,NA,517177,NA,NA,517177,5950,64,4,NA,64
"313","alaska",2020-10-13,10059,156,NA,NA,514789,NA,NA,514789,5909,60,0,NA,60
"314","alaska",2020-10-12,9903,191,NA,NA,505927,NA,NA,505927,5802,60,0,NA,60
"315","alaska",2020-10-11,9712,250,NA,NA,502997,NA,NA,502997,5789,60,0,NA,60
"316","alaska",2020-10-10,9462,230,NA,NA,499253,NA,NA,499253,5761,60,0,NA,60
"317","alaska",2020-10-09,9232,187,NA,NA,493070,NA,NA,493070,5734,60,0,NA,60
"318","alaska",2020-10-08,9045,134,NA,NA,491171,NA,NA,491171,5672,60,1,NA,60
"319","alaska",2020-10-07,8911,121,NA,NA,490074,NA,NA,490074,5626,59,1,NA,59
"320","alaska",2020-10-06,8790,147,NA,NA,479374,NA,NA,479374,5455,58,0,NA,58
"321","alaska",2020-10-05,8643,196,NA,NA,479374,NA,NA,479374,5455,58,0,NA,58
"322","alaska",2020-10-04,8447,141,NA,NA,476818,NA,NA,476818,5281,58,0,NA,58
"323","alaska",2020-10-03,8306,139,NA,NA,473256,NA,NA,473256,5199,58,1,NA,58
"324","alaska",2020-10-02,8167,141,NA,NA,469290,NA,NA,469290,5042,57,0,NA,57
"325","alaska",2020-10-01,8026,137,NA,NA,462323,NA,NA,462323,4838,57,1,NA,57
"326","alaska",2020-09-30,7889,104,NA,NA,457207,NA,NA,457207,4555,56,0,NA,56
"327","alaska",2020-09-29,7785,122,NA,NA,451056,NA,NA,451056,4324,56,0,NA,56
"328","alaska",2020-09-28,7663,114,NA,NA,444791,NA,NA,444791,3771,56,0,NA,56
"329","alaska",2020-09-27,7549,110,NA,NA,442869,NA,NA,442869,3502,56,4,NA,56
"330","alaska",2020-09-26,7439,119,NA,NA,442869,NA,NA,442869,3267,52,1,NA,52
"331","alaska",2020-09-25,7320,126,NA,NA,441332,NA,NA,441332,3042,51,6,NA,51
"332","alaska",2020-09-24,7194,131,NA,NA,433198,NA,NA,433198,2731,45,0,NA,45
"333","alaska",2020-09-23,7063,76,NA,NA,433198,NA,NA,433198,2731,45,0,NA,45
"334","alaska",2020-09-22,6987,57,NA,NA,431191,NA,NA,431191,2668,45,0,NA,45
"335","alaska",2020-09-21,6930,70,NA,NA,428645,NA,NA,428645,2439,45,0,NA,45
"336","alaska",2020-09-20,6860,108,NA,NA,426925,NA,NA,426925,2438,45,0,NA,45
"337","alaska",2020-09-19,6752,94,NA,NA,422850,NA,NA,422850,2438,45,0,NA,45
"338","alaska",2020-09-18,6658,107,NA,NA,418293,NA,NA,418293,2422,45,1,NA,45
"339","alaska",2020-09-17,6551,108,NA,NA,415863,NA,NA,415863,2408,44,0,NA,44
"340","alaska",2020-09-16,6443,50,NA,NA,408564,NA,NA,408564,2407,44,0,NA,44
"341","alaska",2020-09-15,6393,43,NA,NA,407124,NA,NA,407124,2402,44,0,NA,44
"342","alaska",2020-09-14,6350,75,NA,NA,403413,NA,NA,403413,2377,44,0,NA,44
"343","alaska",2020-09-13,6275,61,NA,NA,401213,NA,NA,401213,2377,44,0,NA,44
"344","alaska",2020-09-12,6214,103,NA,NA,399629,NA,NA,399629,2377,44,1,NA,44
"345","alaska",2020-09-11,6111,89,NA,NA,394586,NA,NA,394586,2359,43,1,NA,43
"346","alaska",2020-09-10,6022,114,NA,NA,393077,NA,NA,393077,2351,42,0,NA,42
"347","alaska",2020-09-09,5908,65,NA,NA,391937,NA,NA,391937,2340,42,0,NA,42
"348","alaska",2020-09-08,5843,33,NA,NA,391656,NA,NA,391656,2339,42,0,NA,42
"349","alaska",2020-09-07,5810,34,NA,NA,388621,NA,NA,388621,2323,42,0,NA,42
"350","alaska",2020-09-06,5776,95,NA,NA,387057,NA,NA,387057,2323,42,0,NA,42
"351","alaska",2020-09-05,5681,87,NA,NA,385002,NA,NA,385002,2321,42,2,NA,42
"352","alaska",2020-09-04,5594,119,NA,NA,381937,NA,NA,381937,2295,40,0,NA,40
"353","alaska",2020-09-03,5475,88,NA,NA,377936,NA,NA,377936,2288,40,1,NA,40
"354","alaska",2020-09-02,5387,66,NA,NA,376884,NA,NA,376884,2281,39,0,NA,39
"355","alaska",2020-09-01,5321,35,NA,NA,374255,NA,NA,374255,2246,39,2,NA,39
"356","alaska",2020-08-31,5286,36,NA,NA,348630,NA,NA,348630,2238,37,0,NA,37
"357","alaska",2020-08-30,5250,43,NA,NA,346839,NA,NA,346839,2233,37,0,NA,37
"358","alaska",2020-08-29,5207,93,NA,NA,345695,NA,NA,345695,2201,37,0,NA,37
"359","alaska",2020-08-28,5114,116,NA,NA,339538,NA,NA,339538,2183,37,0,NA,37
"360","alaska",2020-08-27,4998,84,NA,NA,336220,NA,NA,336220,2109,37,0,NA,37
"361","alaska",2020-08-26,4914,52,NA,NA,334804,NA,NA,334804,2088,37,1,NA,37
"362","alaska",2020-08-25,4862,33,NA,NA,333831,NA,NA,333831,1967,36,4,NA,36
"363","alaska",2020-08-24,4829,71,NA,NA,330503,NA,NA,330503,1861,32,0,NA,32
"364","alaska",2020-08-23,4758,66,NA,NA,327440,NA,NA,327440,1745,32,1,NA,32
"365","alaska",2020-08-22,4692,88,NA,NA,326287,NA,NA,326287,1686,31,1,NA,31
"366","alaska",2020-08-21,4604,69,NA,NA,321535,NA,NA,321535,1601,30,1,NA,30
"367","alaska",2020-08-20,4535,83,NA,NA,312647,NA,NA,312647,1513,29,0,NA,29
"368","alaska",2020-08-19,4452,73,NA,NA,310849,NA,NA,310849,1501,29,0,NA,29
"369","alaska",2020-08-18,4379,66,NA,NA,310009,NA,NA,310009,1468,29,1,NA,29
"370","alaska",2020-08-17,4313,50,NA,NA,305648,NA,NA,305648,1432,28,0,NA,28
"371","alaska",2020-08-16,4263,101,NA,NA,301515,NA,NA,301515,1418,28,0,NA,28
"372","alaska",2020-08-15,4162,84,NA,NA,296677,NA,NA,296677,1384,28,1,NA,28
"373","alaska",2020-08-14,4078,100,NA,NA,295929,NA,NA,295929,1371,27,0,NA,27
"374","alaska",2020-08-13,3978,82,NA,NA,294053,NA,NA,294053,1360,27,0,NA,27
"375","alaska",2020-08-12,3896,61,NA,NA,292582,NA,NA,292582,1359,27,1,NA,27
"376","alaska",2020-08-11,3835,49,NA,NA,290744,NA,NA,290744,1344,26,0,NA,26
"377","alaska",2020-08-10,3786,68,NA,NA,280343,NA,NA,280343,1332,26,0,NA,26
"378","alaska",2020-08-09,3718,97,NA,NA,277919,NA,NA,277919,1269,26,0,NA,26
"379","alaska",2020-08-08,3621,79,NA,NA,273593,NA,NA,273593,1254,26,1,NA,26
"380","alaska",2020-08-07,3542,55,NA,NA,268851,NA,NA,268851,1238,25,0,NA,25
"381","alaska",2020-08-06,3487,40,NA,NA,261572,NA,NA,261572,1220,25,0,NA,25
"382","alaska",2020-08-05,3447,55,NA,NA,257279,NA,NA,257279,1017,25,0,NA,25
"383","alaska",2020-08-04,3392,61,NA,NA,252649,NA,NA,252649,987,25,0,NA,25
"384","alaska",2020-08-03,3331,58,NA,NA,245807,NA,NA,245807,946,25,1,NA,25
"385","alaska",2020-08-02,3273,136,NA,NA,243090,NA,NA,243090,932,24,0,NA,24
"386","alaska",2020-08-01,3137,144,NA,NA,238633,NA,NA,238633,930,24,1,NA,24
"387","alaska",2020-07-31,2993,106,NA,NA,233106,NA,NA,233106,898,23,0,NA,23
"388","alaska",2020-07-30,2887,84,NA,NA,225057,NA,NA,225057,885,23,1,NA,23
"389","alaska",2020-07-29,2803,68,NA,NA,223664,NA,NA,223664,854,22,0,NA,22
"390","alaska",2020-07-28,2735,108,NA,NA,213875,NA,NA,213875,836,22,1,NA,22
"391","alaska",2020-07-27,2627,94,NA,NA,207264,NA,NA,207264,817,21,1,NA,21
"392","alaska",2020-07-26,2533,185,NA,NA,207264,NA,NA,207264,817,20,0,NA,20
"393","alaska",2020-07-25,2348,88,NA,NA,205066,NA,NA,205066,815,20,1,NA,20
"394","alaska",2020-07-24,2260,57,NA,NA,200572,NA,NA,200572,800,19,0,NA,19
"395","alaska",2020-07-23,2203,64,NA,NA,189509,NA,NA,189509,787,19,0,NA,19
"396","alaska",2020-07-22,2139,94,NA,NA,185333,NA,NA,185333,753,19,1,NA,19
"397","alaska",2020-07-21,2045,90,NA,NA,178626,NA,NA,178626,737,18,0,NA,18
"398","alaska",2020-07-20,1955,73,NA,NA,175586,NA,NA,175586,712,18,0,NA,18
"399","alaska",2020-07-19,1882,83,NA,NA,173010,NA,NA,173010,712,18,0,NA,18
"400","alaska",2020-07-18,1799,62,NA,NA,168363,NA,NA,168363,708,18,1,NA,18
"401","alaska",2020-07-17,1737,42,NA,NA,165414,NA,NA,165414,697,17,0,NA,17
"402","alaska",2020-07-16,1695,64,NA,NA,163022,NA,NA,163022,688,17,0,NA,17
"403","alaska",2020-07-15,1631,51,NA,NA,156093,NA,NA,156093,669,17,0,NA,17
"404","alaska",2020-07-14,1580,43,NA,NA,149473,NA,NA,149473,642,17,0,NA,17
"405","alaska",2020-07-13,1537,59,NA,NA,146590,NA,NA,146590,620,17,0,NA,17
"406","alaska",2020-07-12,1478,92,NA,NA,145475,NA,NA,145475,615,17,0,NA,17
"407","alaska",2020-07-11,1386,63,NA,NA,143376,NA,NA,143376,598,17,0,NA,17
"408","alaska",2020-07-10,1323,50,NA,NA,141931,NA,NA,141931,588,17,0,NA,17
"409","alaska",2020-07-09,1273,47,NA,NA,135744,NA,NA,135744,571,17,0,NA,17
"410","alaska",2020-07-08,1226,40,NA,NA,133401,NA,NA,133401,563,17,0,NA,17
"411","alaska",2020-07-07,1186,18,NA,NA,131420,NA,NA,131420,560,17,1,NA,17
"412","alaska",2020-07-06,1168,27,NA,NA,123753,NA,NA,123753,548,16,0,NA,16
"413","alaska",2020-07-05,1141,27,NA,NA,123753,NA,NA,123753,548,16,0,NA,16
"414","alaska",2020-07-04,1114,49,NA,NA,122732,NA,NA,122732,544,16,1,NA,16
"415","alaska",2020-07-03,1065,45,NA,NA,120208,NA,NA,120208,539,15,1,NA,15
"416","alaska",2020-07-02,1020,38,NA,NA,115909,NA,NA,115909,535,14,0,NA,14
"417","alaska",2020-07-01,982,38,NA,NA,114400,NA,NA,114400,528,14,0,NA,14
"418","alaska",2020-06-30,944,36,NA,NA,112185,NA,NA,112185,526,14,0,NA,14
"419","alaska",2020-06-29,908,21,NA,NA,108709,NA,NA,108709,525,14,0,NA,14
"420","alaska",2020-06-28,887,29,NA,NA,108300,NA,NA,108300,521,14,0,NA,14
"421","alaska",2020-06-27,858,19,NA,NA,105581,NA,NA,105581,521,14,0,NA,14
"422","alaska",2020-06-26,839,18,NA,NA,101792,NA,NA,101792,519,14,2,NA,14
"423","alaska",2020-06-25,821,24,NA,NA,99452,NA,NA,99452,513,12,0,NA,12
"424","alaska",2020-06-24,797,14,NA,NA,96096,NA,NA,96096,507,12,0,NA,12
"425","alaska",2020-06-23,783,16,NA,NA,92947,NA,NA,92947,502,12,0,NA,12
"426","alaska",2020-06-22,767,6,NA,NA,90824,NA,NA,90824,491,12,0,NA,12
"427","alaska",2020-06-21,761,11,NA,NA,88051,NA,NA,88051,475,12,0,NA,12
"428","alaska",2020-06-20,750,21,NA,NA,86918,NA,NA,86918,464,12,0,NA,12
"429","alaska",2020-06-19,729,16,NA,NA,83631,NA,NA,83631,457,12,0,NA,12
"430","alaska",2020-06-18,713,12,NA,NA,81185,NA,NA,81185,449,12,0,NA,12
"431","alaska",2020-06-17,701,20,NA,NA,77709,NA,NA,77709,438,12,0,NA,12
"432","alaska",2020-06-16,681,13,NA,NA,76215,NA,NA,76215,429,12,0,NA,12
"433","alaska",2020-06-15,668,3,NA,NA,74437,NA,NA,74437,417,12,0,NA,12
"434","alaska",2020-06-14,665,9,NA,NA,73467,NA,NA,73467,411,12,0,NA,12
"435","alaska",2020-06-13,656,26,NA,NA,71803,NA,NA,71803,405,12,0,NA,12
"436","alaska",2020-06-12,630,14,NA,NA,70880,NA,NA,70880,403,12,1,NA,12
"437","alaska",2020-06-11,616,18,NA,NA,69011,NA,NA,69011,397,11,0,NA,11
"438","alaska",2020-06-10,598,20,NA,NA,67720,NA,NA,67720,392,11,0,NA,11
"439","alaska",2020-06-09,578,11,NA,NA,66890,NA,NA,66890,389,11,1,NA,11
"440","alaska",2020-06-08,567,18,NA,NA,65912,NA,NA,65912,384,10,0,NA,10
"441","alaska",2020-06-07,549,8,NA,NA,64904,NA,NA,64904,382,10,0,NA,10
"442","alaska",2020-06-06,541,12,NA,NA,63901,NA,NA,63901,382,10,0,NA,10
"443","alaska",2020-06-05,529,11,NA,NA,60990,NA,NA,60990,380,10,0,NA,10
"444","alaska",2020-06-04,518,10,NA,NA,60097,NA,NA,60097,376,10,0,NA,10
"445","alaska",2020-06-03,508,18,NA,NA,58182,NA,NA,58182,373,10,0,NA,10
"446","alaska",2020-06-02,490,20,NA,NA,56203,NA,NA,56203,371,10,0,NA,10
"447","alaska",2020-06-01,470,7,NA,NA,54190,NA,NA,54190,368,10,0,NA,10
"448","alaska",2020-05-31,463,28,NA,NA,51695,NA,NA,51695,368,10,0,NA,10
"449","alaska",2020-05-30,435,3,NA,NA,51695,NA,NA,51695,368,10,0,NA,10
"450","alaska",2020-05-29,432,5,NA,NA,49439,NA,NA,49439,367,10,0,NA,10
"451","alaska",2020-05-28,427,13,NA,NA,47970,NA,NA,47970,366,10,0,NA,10
"452","alaska",2020-05-27,414,1,NA,NA,46363,NA,NA,46363,364,10,0,NA,10
"453","alaska",2020-05-26,413,2,NA,NA,44964,NA,NA,44964,362,10,0,NA,10
"454","alaska",2020-05-25,411,1,NA,NA,44472,NA,NA,44472,361,10,0,NA,10
"455","alaska",2020-05-24,410,0,NA,NA,43507,NA,NA,43507,358,10,0,NA,10
"456","alaska",2020-05-23,410,4,NA,NA,42351,NA,NA,42351,358,10,0,NA,10
"457","alaska",2020-05-22,406,2,NA,NA,41446,NA,NA,41446,356,10,0,NA,10
"458","alaska",2020-05-21,404,0,NA,NA,39545,NA,NA,39545,356,10,0,NA,10
"459","alaska",2020-05-20,404,3,NA,NA,37045,NA,NA,37045,352,10,0,NA,10
"460","alaska",2020-05-19,401,0,NA,NA,36380,NA,NA,36380,348,10,0,NA,10
"461","alaska",2020-05-18,401,3,NA,NA,35611,NA,NA,35611,345,10,0,NA,10
"462","alaska",2020-05-17,398,4,NA,NA,34651,NA,NA,34651,344,10,0,NA,10
"463","alaska",2020-05-16,394,4,NA,NA,33281,NA,NA,33281,344,10,0,NA,10
"464","alaska",2020-05-15,390,1,NA,NA,32418,NA,NA,32418,343,10,0,NA,10
"465","alaska",2020-05-14,389,5,NA,NA,31762,NA,NA,31762,339,10,0,NA,10
"466","alaska",2020-05-13,384,1,NA,NA,30649,NA,NA,30649,338,10,0,NA,10
"467","alaska",2020-05-12,383,2,NA,NA,29961,NA,NA,29961,334,10,0,NA,10
"468","alaska",2020-05-11,381,2,NA,NA,28680,NA,NA,28680,328,10,0,NA,10
"469","alaska",2020-05-10,379,1,NA,NA,27364,NA,NA,27364,324,10,0,NA,10
"470","alaska",2020-05-09,378,1,NA,NA,26449,NA,NA,26449,318,10,0,NA,10
"471","alaska",2020-05-08,377,3,NA,NA,25473,NA,NA,25473,305,10,0,NA,10
"472","alaska",2020-05-07,374,2,NA,NA,24341,NA,NA,24341,291,10,0,NA,10
"473","alaska",2020-05-06,372,1,NA,NA,23655,NA,NA,23655,284,10,1,NA,10
"474","alaska",2020-05-05,371,1,NA,NA,22692,NA,NA,22692,277,9,0,NA,9
"475","alaska",2020-05-04,370,2,NA,NA,21723,NA,NA,21723,263,9,0,NA,9
"476","alaska",2020-05-03,368,3,NA,NA,21578,NA,NA,21578,262,9,0,NA,9
"477","alaska",2020-05-02,365,1,NA,NA,21399,NA,NA,21399,261,9,0,NA,NA
"478","alaska",2020-05-01,364,9,NA,NA,20325,NA,NA,20325,254,9,0,NA,NA
"479","alaska",2020-04-30,355,0,NA,NA,19119,NA,NA,19119,252,9,0,NA,NA
"480","alaska",2020-04-29,355,4,NA,NA,19119,NA,NA,19119,240,9,0,NA,NA
"481","alaska",2020-04-28,351,6,NA,NA,17089,NA,NA,17089,228,9,0,NA,NA
"482","alaska",2020-04-27,345,4,NA,NA,16256,NA,NA,16256,218,9,0,NA,NA
"483","alaska",2020-04-26,341,2,NA,NA,16177,NA,NA,16177,217,9,0,NA,NA
"484","alaska",2020-04-25,339,0,NA,NA,15732,NA,NA,15732,217,9,0,NA,NA
"485","alaska",2020-04-24,339,2,NA,NA,12281,NA,NA,12281,208,9,0,NA,NA
"486","alaska",2020-04-23,337,2,NA,NA,12161,NA,NA,12161,209,9,0,NA,NA
"487","alaska",2020-04-22,335,6,NA,NA,12159,NA,NA,12159,196,9,0,NA,NA
"488","alaska",2020-04-21,329,8,NA,NA,11119,NA,NA,11119,168,9,0,NA,NA
"489","alaska",2020-04-20,321,2,NA,NA,10124,NA,NA,10124,161,9,0,NA,NA
"490","alaska",2020-04-19,319,5,NA,NA,9895,NA,NA,9895,153,9,0,NA,NA
"491","alaska",2020-04-18,314,5,NA,NA,9655,NA,NA,9655,147,9,0,NA,NA
"492","alaska",2020-04-17,309,9,NA,NA,9450,NA,NA,9450,128,9,0,NA,NA
"493","alaska",2020-04-16,300,7,NA,NA,8735,NA,NA,8735,110,9,0,NA,NA
"494","alaska",2020-04-15,293,8,NA,NA,8664,NA,NA,8664,106,9,0,NA,NA
"495","alaska",2020-04-14,285,8,NA,NA,8348,NA,NA,8348,98,9,1,NA,NA
"496","alaska",2020-04-13,277,5,NA,NA,7830,NA,NA,7830,85,8,0,NA,NA
"497","alaska",2020-04-12,272,15,NA,NA,8038,NA,NA,8038,66,8,0,NA,NA
"498","alaska",2020-04-11,257,11,NA,NA,7732,NA,NA,7732,63,8,1,NA,NA
"499","alaska",2020-04-10,246,11,NA,NA,7432,NA,NA,7432,55,7,0,NA,NA
"500","alaska",2020-04-09,235,9,NA,NA,7223,NA,NA,7223,49,7,0,NA,NA
"501","alaska",2020-04-08,226,13,NA,NA,7068,NA,NA,7068,32,7,1,NA,NA
"502","alaska",2020-04-07,213,22,NA,NA,6913,NA,NA,6913,29,6,0,NA,NA
"503","alaska",2020-04-06,191,6,NA,NA,6883,NA,NA,6883,NA,6,0,NA,NA
"504","alaska",2020-04-05,185,14,NA,NA,6284,NA,NA,6284,NA,6,1,NA,NA
"505","alaska",2020-04-04,171,11,NA,NA,6040,NA,NA,6040,NA,5,2,NA,NA
"506","alaska",2020-04-03,160,11,NA,NA,6016,NA,NA,6016,NA,3,0,NA,NA
"507","alaska",2020-04-02,149,8,NA,NA,5022,NA,NA,5022,NA,3,0,NA,NA
"508","alaska",2020-04-01,141,13,NA,NA,4603,NA,NA,4603,NA,3,0,NA,NA
"509","american-samoa",2020-12-10,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"510","american-samoa",2020-12-09,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"511","american-samoa",2020-12-08,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"512","american-samoa",2020-12-07,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"513","american-samoa",2020-12-06,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"514","american-samoa",2020-12-05,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"515","american-samoa",2020-12-04,0,0,0,NA,2140,NA,NA,2140,NA,0,0,NA,NA
"516","american-samoa",2020-12-03,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"517","american-samoa",2020-12-02,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"518","american-samoa",2020-12-01,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"519","american-samoa",2020-11-30,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"520","american-samoa",2020-11-29,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"521","american-samoa",2020-11-28,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"522","american-samoa",2020-11-27,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"523","american-samoa",2020-11-26,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"524","american-samoa",2020-11-25,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"525","american-samoa",2020-11-24,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"526","american-samoa",2020-11-23,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"527","american-samoa",2020-11-22,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"528","american-samoa",2020-11-21,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"529","american-samoa",2020-11-20,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"530","american-samoa",2020-11-19,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"531","american-samoa",2020-11-18,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"532","american-samoa",2020-11-17,0,0,0,NA,1988,NA,NA,1988,NA,0,0,NA,NA
"533","american-samoa",2020-11-16,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"534","american-samoa",2020-11-15,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"535","american-samoa",2020-11-14,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"536","american-samoa",2020-11-13,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"537","american-samoa",2020-11-12,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"538","american-samoa",2020-11-11,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"539","american-samoa",2020-11-10,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
"540","american-samoa",2020-11-09,0,0,0,NA,1768,NA,NA,1768,NA,0,0,NA,NA
